Tipo,Operación,Precio,Administración,Niveles,Habitaciones,Baños,Parqueaderos,Área Construida,Área Lote,Barrio,Estrato,Ciudad
Casa campestre,Arriendo,3000000.0,,0.0,4.0,3.0,5.0,300.0,600.0,VEREDA CHITACOMAR,4.0,Chinácota
Apartaestudio,Arriendo,1228500.0,185700.0,1.0,1.0,1.0,1.0,27.0,27.0,SAN FASON,3.0,Bogotá
Apartamento,Venta,1050000000.0,1107000.0,6.0,3.0,4.0,1.0,141.0,0.0,El Nogal,6.0,Bogotá
Apartamento,Arriendo,2800000.0,543600.0,5.0,3.0,2.0,1.0,8801.0,0.0,La Colina Campestre,5.0,Bogotá
Bodega,Arriendo,18000000.0,,0.0,0.0,3.0,1.0,495.0,495.0,BENJAMÍN HERRERA,3.0,Bogotá
Local,Arriendo,800000.0,,0.0,0.0,1.0,0.0,20.0,20.0,DIAGONAL SANTANDER,4.0,Cúcuta
Local,Arriendo,2000000.0,,1.0,0.0,1.0,0.0,70.0,70.0,El Llano,3.0,Cúcuta
Apartamento,Venta,400000000.0,,0.0,3.0,3.0,1.0,177.0,177.0,LA RIVIERA,4.0,Cúcuta
Apartamento,Arriendo,1650000.0,,6.0,3.0,2.0,1.0,49.0,49.0,prados del este,3.0,Cúcuta
Apartaestudio,Arriendo,550000.0,,3.0,1.0,1.0,0.0,40.0,40.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,2400000.0,,0.0,6.0,2.0,0.0,130.0,130.0,Venecia-Tunjuelito,3.0,Bogotá
Oficina,Arriendo/venta,1.150000019e+17,4500000.0,6.0,3.0,4.0,4.0,217.0,0.0,El Retiro,5.0,Bogotá
Apartamento,Venta,420000000.0,300000.0,3.0,1.0,1.0,0.0,26.0,0.0,Quinta Paredes-Teusaquillo,4.0,Bogotá
,,,,,,,,,,,,
Apartaestudio,Arriendo,500000.0,,0.0,1.0,1.0,0.0,35.0,35.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,650000.0,,3.0,2.0,2.0,0.0,53.0,53.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,1200000.0,,0.0,4.0,3.0,0.0,150.0,1006.0,Urbanización Santa Clara,3.0,Los patios
Apartaestudio,Arriendo,950000.0,,2.0,1.0,1.0,0.0,50.0,50.0,La Playa,3.0,Cúcuta
Apartamento,Arriendo,2200000.0,,5.0,2.0,1.0,1.0,5642.0,5642.0,La Colina Campestre,4.0,Bogotá
Local,Arriendo/venta,1700000.0,,1.0,0.0,1.0,0.0,5224.0,5224.0,Santa Fe-mártires,2.0,Bogotá
Apartamento,Arriendo,2195000.0,105000.0,1.0,3.0,3.0,1.0,10535.0,10535.0,Simon Bolivar,3.0,Bogotá
Casa,Venta,690000000.0,450000.0,0.0,3.0,4.0,2.0,200.0,16913.0,Bellavista,6.0,Los patios
Casa,Arriendo,2100000.0,,0.0,3.0,3.0,1.0,140.0,77.0,Piñuela,4.0,Cúcuta
Apartamento,Venta,135000000.0,120000.0,0.0,3.0,2.0,0.0,57.0,57.0,Bocono,3.0,Cúcuta
Casa,Arriendo,750000.0,,0.0,2.0,3.0,0.0,100.0,60.0,San Eduardo,3.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
Apartamento,Venta,75000000.0,60000.0,0.0,2.0,1.0,0.0,422.0,422.0,El Rodeo - Arrayanes,1.0,Cúcuta
Apartaestudio,Arriendo,4073000.0,458000.0,5.0,1.0,1.0,1.0,26.0,26.0,Chapinero Alto,4.0,Bogotá
Apartamento,Venta,400000000.0,733000.0,0.0,3.0,3.0,2.0,125.0,125.0,BELLAVISTA,6.0,Los patios
Apartamento,Venta,300000000.0,386000.0,0.0,3.0,2.0,1.0,679.0,679.0,La Floresta,3.0,Los patios
Local,Arriendo,2600000.0,,1.0,0.0,1.0,0.0,60.0,0.0,El Lago,5.0,Bogotá
Casa,Venta,250000000.0,169000.0,0.0,3.0,3.0,1.0,6969.0,6482.0,Lomitas,3.0,Villa del rosario
Casa,Arriendo/venta,7000000995000000.0,,2.0,9.0,4.0,2.0,250.0,0.0,La Magdalena-Teusaquillo,1.0,Bogotá
Oficina,Arriendo,7150000.0,1365000.0,0.0,0.0,1.0,2.0,102.0,0.0,Bella Suiza-Usaquén,5.0,Bogotá
Apartamento,Arriendo,1285000.0,141000.0,0.0,2.0,2.0,0.0,58.0,0.0,San Antonio Norte-Usaquén,3.0,Bogotá
Apartaestudio,Arriendo,1750000.0,305000.0,0.0,1.0,1.0,0.0,42.0,0.0,Chapinero Central,4.0,Bogotá
Apartamento,Venta,280000000.0,250000.0,0.0,2.0,2.0,1.0,5682.0,5682.0,Lleras Restrepo,4.0,Cúcuta
Oficina,Arriendo,3500000.0,,2.0,0.0,2.0,0.0,130.0,130.0,GALERÍAS,3.0,Bogotá
Apartamento,Arriendo,1534000.0,366000.0,4.0,1.0,1.0,1.0,38.0,38.0,GALERIAS,3.0,Bogotá
Local,Arriendo,980000.0,,0.0,0.0,1.0,0.0,20.0,20.0,LA PLAYA,3.0,Cúcuta
Local,Arriendo,1700000.0,,1.0,0.0,1.0,0.0,30.0,30.0,San Luis,3.0,Cúcuta
Casa,Venta,250000000.0,,0.0,3.0,1.0,1.0,1105.0,1105.0,Prados Del Este,3.0,Cúcuta
Casa,Arriendo,5500000.0,,0.0,5.0,2.0,1.0,290.0,0.0,Alcazares Norte,3.0,Bogotá
Apartamento,Arriendo,1000000.0,109500.0,0.0,2.0,1.0,0.0,29.0,29.0,Fontibon,3.0,Bogotá
Apartamento,Arriendo,3000000.0,250000.0,11.0,2.0,2.0,1.0,65.0,0.0,La Salle,4.0,Bogotá
Apartamento,Venta,590000000.0,790000.0,4.0,3.0,2.0,1.0,86.0,0.0,El Contador-Usaquén,5.0,Bogotá
Apartamento,Arriendo,2300000.0,555000.0,2.0,1.0,1.0,1.0,43.0,0.0,Chico navarra,6.0,Bogotá
Apartamento,Arriendo,1600000.0,259000.0,2.0,1.0,1.0,1.0,30.0,30.0,PASADENA,5.0,Bogotá
Local,Arriendo,10000000.0,,0.0,0.0,3.0,0.0,58598.0,58598.0,Colsag,3.0,Cúcuta
Casa,Arriendo,2000000.0,,0.0,2.0,1.0,0.0,80.0,80.0,VILLAS DE GRANADA,3.0,Bogotá
Apartamento,Arriendo,1800000.0,,0.0,3.0,2.0,1.0,80.0,80.0,CEIBA II,4.0,Cúcuta
Casa,Arriendo,1200000.0,,0.0,4.0,2.0,2.0,200.0,300.0,San Martin,3.0,Cúcuta
Lote,Venta,473094000.0,,0.0,0.0,0.0,0.0,0.0,2628.0,Vía Al Tennis,5.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Oficina,Venta,225000000.0,400000.0,3.0,2.0,2.0,1.0,30.0,0.0,Santa Bibiana-Usaquén,5.0,Bogotá
Apartamento,Arriendo/venta,1300000240000000.0,164000.0,4.0,2.0,1.0,1.0,40.0,0.0,,3.0,Chía
Casa,Venta,180000000.0,,0.0,3.0,2.0,0.0,106.0,11424.0,Loma De Bolívar,3.0,Cúcuta
Casa,Venta,180000000.0,165000.0,0.0,4.0,3.0,1.0,14227.0,14227.0,VILLA DEL ROSARIO,3.0,Villa del rosario
Apartamento,Arriendo,1100000.0,,0.0,3.0,2.0,1.0,50.0,50.0,Lomitas,3.0,Villa del rosario
Casa,Arriendo,4100000.0,,0.0,3.0,4.0,2.0,160.0,190.0,BOCONO,5.0,Villa del rosario
Apartamento,Arriendo,1395000.0,370000.0,5.0,1.0,1.0,1.0,27.0,27.0,JAVERIANA,4.0,Bogotá
Consultorio,Arriendo,1650000.0,174000.0,6.0,2.0,1.0,0.0,45.0,0.0,Santa Barbara-Usaquén,6.0,Bogotá
Oficina,Arriendo,1650000.0,174000.0,6.0,2.0,1.0,0.0,45.0,0.0,Santa Barbara-Usaquén,6.0,Bogotá
Casa,Venta,400000000.0,,0.0,4.0,4.0,1.0,137.0,108.0,Av. Libertadores - Alcala,4.0,Cúcuta
Apartaestudio,Arriendo,1500000.0,,6.0,1.0,1.0,0.0,40.0,40.0,La Playa,3.0,Cúcuta
Local,Arriendo,1800000.0,,0.0,0.0,0.0,0.0,35.0,35.0,AV. LIBERTADORES,4.0,Cúcuta
Local,Arriendo,1800000.0,,0.0,0.0,0.0,0.0,35.0,35.0,AV. LIBERTADORES,4.0,Cúcuta
Local,Arriendo,1800000.0,,0.0,0.0,0.0,0.0,35.0,35.0,AV. LIBERTADORES,4.0,Cúcuta
Casalote,Venta,800000000.0,,0.0,5.0,3.0,0.0,0.0,328.0,,3.0,Funza
Apartamento,Arriendo,1546600.0,153400.0,4.0,3.0,1.0,0.0,61.0,61.0,12 DE OCTUBRE,3.0,Bogotá
Casa,Venta,350000000.0,,0.0,4.0,3.0,1.0,135.0,135.0,Trigal Del Norte,2.0,Cúcuta
Apartamento,Venta,195000000.0,,1.0,2.0,2.0,0.0,78.0,0.0,LOS ALPES,3.0,Pamplona
Apartamento,Arriendo,850000.0,,0.0,3.0,2.0,0.0,4955.0,4955.0,BOCONO,3.0,Cúcuta
Apartamento,Venta,230000000.0,307000.0,0.0,3.0,2.0,1.0,921.0,921.0,El Rosal,4.0,Cúcuta
Casa,Venta,280000000.0,100000.0,0.0,2.0,3.0,1.0,8039.0,4747.0,Bocono,3.0,Cúcuta
Apartamento,Arriendo,1400000.0,,7.0,3.0,2.0,1.0,68.0,68.0,Guaimaral,3.0,Cúcuta
Apartamento,Arriendo,2000000.0,,15.0,2.0,2.0,1.0,5682.0,5682.0,Lleras Restrepo,4.0,Cúcuta
Apartamento,Venta,430000000.0,557000.0,1.0,2.0,3.0,1.0,85.0,0.0,Cedritos-Usaquén,4.0,Bogotá
Casa,Venta,438500000.0,268000.0,0.0,3.0,2.0,1.0,71.0,71.0,Modelia,4.0,Bogotá
Casa,Arriendo,3800000.0,,0.0,4.0,3.0,1.0,7035.0,7035.0,Villa Alsacia,3.0,Bogotá
Apartamento,Venta,880000000.0,400000.0,0.0,4.0,3.0,3.0,1814.0,1814.0,"Vía Tennis, Mirador Campestre",6.0,Cúcuta
Casa,Venta,240000000.0,,0.0,3.0,2.0,1.0,0.0,127152.0,San Luis,3.0,Cúcuta
Casa,Venta,580000000.0,370000.0,0.0,3.0,3.0,2.0,114.0,999.0,"Av. Libertadores, Playa Hermosa",4.0,Cúcuta
Apartamento,Arriendo,2474000.0,527000.0,0.0,2.0,2.0,1.0,70.0,0.0,Hayuelos Capellania,4.0,Bogotá
Apartamento,Arriendo,2200000.0,,3.0,3.0,3.0,1.0,103.0,103.0,Colsag,5.0,Cúcuta
Local,Arriendo,3400000.0,,1.0,0.0,1.0,0.0,87.0,87.0,Venecia-Tunjuelito,3.0,Bogotá
Apartamento,Venta,520000000.0,700000.0,0.0,3.0,3.0,1.0,170.0,170.0,LA RIVIERA,5.0,Cúcuta
Casa,Venta,1100000000.0,1100000.0,0.0,3.0,3.0,3.0,155.0,0.0,Lisboa-Usaquén,5.0,Bogotá
Apartamento,Arriendo,850000.0,,1.0,2.0,2.0,1.0,90.0,90.0,PORTAL DE LOS ALCAZARES,3.0,Villa del rosario
Oficina,Venta,630000000.0,640000.0,0.0,0.0,0.0,1.0,50.0,50.0,Bella Suiza-Usaquén,5.0,Bogotá
Oficina,Arriendo,3800000.0,640000.0,2.0,0.0,0.0,1.0,50.0,50.0,Bella Suiza-Usaquén,5.0,Bogotá
Oficina,Venta,110000000.0,228000.0,0.0,0.0,1.0,0.0,3547.0,3547.0,Quinta Vélez,3.0,Cúcuta
Casa,Venta,200000000.0,,0.0,3.0,2.0,1.0,90.0,90.0,Trigal Del Norte,2.0,Cúcuta
Apartamento,Arriendo,1550000.0,,0.0,3.0,3.0,1.0,84.0,84.0,PRADOS DEL ESTE,3.0,Cúcuta
Apartamento,Venta,365000000.0,,0.0,3.0,2.0,2.0,1066.0,1066.0,Quinta Bosch,4.0,Cúcuta
Apartaestudio,Arriendo,1850000.0,,0.0,1.0,1.0,1.0,4583.0,4583.0,Colsag,4.0,Cúcuta
Apartamento,Arriendo,2588000.0,415000.0,5.0,1.0,1.0,1.0,3397.0,3732.0,Santa Barbara-Usaquén,5.0,Bogotá
Local,Arriendo,900000.0,246000.0,1.0,0.0,0.0,0.0,6.0,6.0,CENTRO,3.0,Bogotá
Apartamento,Venta,820000000.0,,5.0,2.0,1.0,2.0,1478.0,1478.0,Chico navarra,6.0,Bogotá
Apartamento,Venta,850000000.0,878000.0,3.0,3.0,3.0,2.0,134.0,0.0,Chico Norte,6.0,Bogotá
,,,,,,,,,,,,
Lote,Venta,12652377600.0,,0.0,0.0,0.0,0.0,719.0,10598.0,Chía,3.0,Chía
Apartamento,Arriendo,2100000.0,,8.0,3.0,2.0,1.0,7595.0,7595.0,La Floresta,6.0,Cúcuta
Apartamento,Arriendo,1750000.0,,3.0,3.0,3.0,1.0,685.0,685.0,AV. LIBERTADORES,3.0,Cúcuta
Apartamento,Arriendo,1250000.0,,3.0,2.0,2.0,1.0,5728.0,5728.0,Prados Del Este,3.0,Cúcuta
Local,Arriendo,9000000.0,,2.0,0.0,0.0,0.0,193.0,0.0,El Toberín,6.0,Bogotá
Apartamento,Venta,850000000.0,1562300.0,2.0,2.0,2.0,2.0,8446.0,0.0,Molinos Del Norte-Usaquén,6.0,Bogotá
Casa,Venta,290000000.0,,0.0,2.0,2.0,1.0,1105.0,1105.0,Prados Del Norte,4.0,Cúcuta
Apartamento,Venta,600000000.0,1034000.0,5.0,2.0,2.0,2.0,80.0,0.0,Cedritos-Usaquén,4.0,Bogotá
Apartamento,Arriendo,2870000.0,722000.0,0.0,3.0,2.0,2.0,8651.0,0.0,GRATAMIRA CAMPESTRE,4.0,Bogotá
Apartamento,Venta,350000000.0,668000.0,0.0,1.0,2.0,1.0,50.0,50.0,Quinta Camacho,4.0,Bogotá
Consultorio,Venta,94000000.0,340000.0,4.0,0.0,1.0,0.0,1858.0,0.0,Chapinero Central,3.0,Bogotá
,,,,,,,,,,,,
Apartamento,Arriendo,850000.0,,2.0,3.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,750000.0,,2.0,2.0,1.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,850000.0,,2.0,3.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,850000.0,,0.0,3.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Apartamento,Venta,690000000.0,480000.0,4.0,3.0,2.0,1.0,12463.0,0.0,Nicolás De Federmán,5.0,Bogotá
Apartamento,Arriendo,850000.0,,2.0,3.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,850000.0,,2.0,3.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Local,Arriendo,1300000.0,,1.0,0.0,1.0,0.0,29.0,29.0,PALERMO,4.0,Bogotá
Bodega,Arriendo,3200000.0,,0.0,0.0,1.0,0.0,80.0,54.0,El Llano,3.0,Cúcuta
Bodega,Arriendo,3200000.0,,0.0,0.0,1.0,0.0,80.0,54.0,El Llano,3.0,Cúcuta
Bodega,Arriendo,3200000.0,,0.0,0.0,1.0,0.0,80.0,54.0,El Llano,3.0,Cúcuta
Apartamento,Venta,1400000000.0,2432000.0,2.0,3.0,4.0,3.0,225296.0,0.0,Santa Barbara Occidental-Usaquén,5.0,Bogotá
Apartamento,Arriendo,950000.0,,0.0,3.0,2.0,1.0,50.0,50.0,TRAPICHES,3.0,Villa del rosario
Apartamento,Arriendo,900000.0,,0.0,2.0,1.0,0.0,60.0,60.0,Doce De Octubre,2.0,Los patios
Apartamento,Arriendo,1100000.0,,2.0,3.0,1.0,0.0,67.0,67.0,Doce De Octubre,2.0,Los patios
Casa,Arriendo,12000000.0,2000000.0,1.0,3.0,4.0,4.0,263.0,1371.0,Hato Grande,5.0,Sopó
Bodega,Arriendo,13000000.0,,1.0,0.0,3.0,0.0,280.0,280.0,Polo Club,3.0,Bogotá
Casa,Venta,750000000.0,,0.0,4.0,4.0,1.0,185.0,0.0,TIBASOSA,5.0,Tibasosa
Apartamento,Arriendo,1550000.0,,8.0,3.0,2.0,1.0,58.0,58.0,,3.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Casa,Venta,355000000.0,200000.0,0.0,3.0,4.0,2.0,120.0,60.0,LOS PATIOS - SIERRA DEL ESTE,3.0,Los patios
Apartamento,Arriendo,1550000.0,150000.0,0.0,2.0,1.0,0.0,41.0,41.0,LA SALLE,4.0,Bogotá
Casa,Venta,180000000.0,,0.0,3.0,1.0,0.0,165.0,165.0,La Cabrera,3.0,Cúcuta
Apartamento,Arriendo,5531000.0,750000.0,14.0,3.0,3.0,2.0,20859.0,15189.0,Mazurén,4.0,Bogotá
,,,,,,,,,,,,
Casa,Venta,190000000.0,,0.0,2.0,2.0,0.0,1034.0,1034.0,San Miguel,3.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Arriendo,600000.0,,2.0,2.0,1.0,0.0,90.0,90.0,LA LIBERTAD -  VILLAS DE COMFANORTE,2.0,Cúcuta
Apartamento,Arriendo,1500000.0,,2.0,3.0,2.0,0.0,13276.0,13276.0,Barrio Blanco,4.0,Cúcuta
Casa,Venta,180000000.0,115300.0,0.0,2.0,1.0,1.0,75.0,75.0,La Parada - Villa del Rosario,3.0,Villa del rosario
Apartaestudio,Arriendo,1300000.0,,6.0,1.0,1.0,1.0,4689.0,4689.0,LLERAS RESTREPO,3.0,Cúcuta
Casa,Arriendo,1600000.0,,0.0,3.0,3.0,1.0,120.0,61.0,Bocono,3.0,Cúcuta
Casa,Venta,220000000.0,166000.0,0.0,3.0,3.0,1.0,5881.0,5062.0,Villa del Rosario,3.0,Villa del rosario
Casa,Arriendo,1290000.0,,1.0,3.0,2.0,1.0,110.0,110.0,Prados Del Este,3.0,Cúcuta
Apartamento,Arriendo,730000.0,,1.0,3.0,2.0,0.0,46.0,46.0,LOMITAS,3.0,Villa del rosario
Apartamento,Arriendo,950000.0,,1.0,4.0,1.0,1.0,90.0,90.0,ANIVERSARIO II,3.0,Cúcuta
Casa,Arriendo,1000000.0,,1.0,3.0,2.0,0.0,80.0,80.0,Loma De Bolívar,3.0,Cúcuta
Apartamento,Venta,170000000.0,120000.0,0.0,3.0,2.0,0.0,4558.0,4558.0,Los Patios,2.0,Los patios
Apartamento,Venta,180000000.0,270000.0,0.0,3.0,2.0,1.0,62.0,62.0,LA FLORESTA,3.0,Los patios
Casa,Venta,2400000000.0,830000.0,0.0,4.0,7.0,4.0,570.0,700.0,BOCONO,6.0,Villa del rosario
Casa,Venta,320000000.0,,0.0,3.0,3.0,1.0,1575.0,1575.0,Niza,4.0,Cúcuta
Local,Arriendo,5500000.0,,0.0,0.0,2.0,1.0,180.0,100.0,Diagonal Santander,3.0,Cúcuta
Apartamento,Arriendo,4580000.0,374100.0,0.0,1.0,2.0,1.0,70.0,0.0,La Carolina-Usaquén,6.0,Bogotá
Casa,Venta,1950000000.0,,0.0,6.0,5.0,1.0,3131.0,434.0,Caobos,5.0,Cúcuta
Apartamento,Arriendo,1500000.0,263000.0,0.0,1.0,1.0,1.0,3422.0,0.0,Candelaria,2.0,Bogotá
,,,,,,,,,,,,
Apartamento,Venta,620000000.0,431000.0,0.0,3.0,2.0,1.0,816.0,0.0,Pontevedra,4.0,Bogotá
Casa,Venta,800000000.0,,0.0,3.0,2.0,0.0,10817.0,10817.0,San Eduardo,3.0,Cúcuta
Casa,Arriendo,5000000.0,,1.0,3.0,6.0,3.0,301.0,301.0,La Floresta,5.0,Cúcuta
Lote,Venta,200000000.0,,0.0,0.0,0.0,0.0,1.0,400.0,vereda san jorge,3.0,Zipaquirá
Apartamento,Venta,260000000.0,273900.0,0.0,2.0,1.0,1.0,54.0,54.0,RESERVA DEL LAGO,3.0,Cajicá
Apartamento,Venta,310000000.0,325900.0,3.0,2.0,1.0,1.0,63.0,63.0,RESERVA DEL LAGO,3.0,Cajicá
Apartamento,Arriendo,755000.0,145000.0,0.0,3.0,1.0,0.0,45.0,0.0,Roma,2.0,Bogotá
Lote,Venta,35000000.0,,0.0,0.0,0.0,0.0,184.0,184.0,Lomitas,3.0,Villa del rosario
Apartamento,Arriendo,1100000.0,,3.0,2.0,2.0,0.0,48.0,48.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,210000000.0,142000.0,0.0,3.0,2.0,0.0,6202.0,6202.0,San Luis,3.0,Cúcuta
Lote,Venta,350000000.0,,0.0,0.0,0.0,0.0,0.0,4000.0,,2.0,Pamplonita
Apartamento,Arriendo,1700000.0,,0.0,2.0,1.0,1.0,569.0,569.0,Colsag,4.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Arriendo,1100000.0,301200.0,3.0,1.0,1.0,0.0,22.0,22.0,Chapinero Central,3.0,Bogotá
Local,Arriendo,6300000.0,,0.0,0.0,1.0,0.0,120.0,120.0,Centro,3.0,Cúcuta
Apartamento,Arriendo,1650000.0,,0.0,3.0,2.0,1.0,58.0,58.0,Prados Del Este,3.0,Cúcuta
Apartamento,Arriendo,1100000.0,,0.0,1.0,1.0,0.0,40.0,40.0,La Playa,3.0,Cúcuta
Apartamento,Arriendo,900000.0,,0.0,3.0,2.0,0.0,4558.0,4558.0,Santander,2.0,Cúcuta
Apartamento,Arriendo,1000000.0,,0.0,3.0,2.0,1.0,532.0,532.0,LA INSULA,2.0,Cúcuta
Casa,Venta,170000000.0,167000.0,0.0,2.0,2.0,1.0,46.0,3688.0,"Trapiches, Villa Del Rosario",2.0,Villa del rosario
Casa,Venta,230000000.0,150000.0,0.0,2.0,1.0,1.0,8928.0,8928.0,Bocono,4.0,Cúcuta
Apartamento,Arriendo,2100000.0,,16.0,3.0,2.0,1.0,7679.0,7679.0,La Floresta,5.0,Los patios
Apartamento,Venta,480000000.0,950000.0,0.0,3.0,3.0,2.0,19457.0,19457.0,Caobos,5.0,Cúcuta
Casa,Venta,280000000.0,,0.0,3.0,1.0,1.0,107.0,107.0,Prados Del Norte,4.0,Cúcuta
Casa,Arriendo,2400000.0,,0.0,3.0,4.0,2.0,126.0,126.0,TRAPICHES,4.0,Villa del rosario
Apartamento,Venta,280000000.0,170000.0,0.0,3.0,2.0,1.0,7195.0,7195.0,Prados del Este,3.0,Cúcuta
Apartamento,Arriendo,650000.0,,0.0,3.0,1.0,0.0,45.0,45.0,SIMON BOLIVAR,2.0,Cúcuta
,,,,0.0,0.0,1.0,0.0,32.0,0.0,Suba Centro,3.0,Bogotá
,,,,,,,,,,,,
Casa,Venta,270000000.0,,0.0,3.0,1.0,0.0,250.0,250.0,San Miguel,3.0,Cúcuta
Apartaestudio,Arriendo,2711400.0,588600.0,15.0,1.0,1.0,1.0,3812.0,0.0,Chapinero Norte,4.0,Bogotá
,,,,,,,,,,,,
,,,,,,,,,,,,
Local,Arriendo,800000.0,,0.0,0.0,1.0,0.0,18.0,18.0,Ceiba II,3.0,Cúcuta
Apartamento,Arriendo,1700000.0,,0.0,3.0,2.0,1.0,72.0,72.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,330000000.0,353000.0,9.0,1.0,1.0,1.0,44.0,44.0,Chapinero Central,3.0,Bogotá
Casa,Venta,430000000.0,,0.0,6.0,4.0,1.0,119.0,119.0,Guaimaral,3.0,Cúcuta
